"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 15 14:44:16 MSK 2022","Thu Dec 15 14:44:28 MSK 2022","11427","","tests.LoginTest","","tests.LoginTest","authTest","authTest()",""
